exp_time,seed,method,optimizer,lr,datasets,splitter,client_num,local_updates,dropout,client_cfg_file,best_round,test_acc,whole_test_dataset,proto_weight,local_eval_whole_test_dataset,individual_best_test_acc_avg,individual_avg_test_acc_with_global_prototype,individual_avg_test_acc_with_local_prototype
2023-09-05 01:38,0,fedproto,SGD,0.01,cora,louvain,5,1,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,30,0.45094234930978166,False,0.1,False,0.5374120869672904,0.0,0.0
2023-09-05 01:40,1,fedproto,SGD,0.01,cora,louvain,5,1,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,9,0.40871304522618274,False,0.1,False,0.4352215091879518,0.0,0.0
2023-09-05 01:43,2,fedproto,SGD,0.01,cora,louvain,5,1,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,16,0.422491190237544,False,0.1,False,0.4957152095470828,0.0,0.0
2023-09-05 01:44,0,fedproto,SGD,0.01,cora,louvain,5,1,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,30,0.4478889141952778,False,1.0,False,0.5401838945712332,0.0,0.0
2023-09-05 01:47,1,fedproto,SGD,0.01,cora,louvain,5,1,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,9,0.4203635306630759,False,1.0,False,0.44687199462484506,0.0,0.0
2023-09-05 01:50,2,fedproto,SGD,0.01,cora,louvain,5,1,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,16,0.422491190237544,False,1.0,False,0.4957152095470828,0.0,0.0
2023-09-05 01:51,0,fedproto,SGD,0.01,cora,louvain,5,1,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,32,0.4779785903236407,False,10.0,False,0.5289484391499035,0.0,0.0
2023-09-05 01:53,1,fedproto,SGD,0.01,cora,louvain,5,1,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,9,0.4203635306630759,False,10.0,False,0.4502005139838988,0.0,0.0
2023-09-05 01:56,2,fedproto,SGD,0.01,cora,louvain,5,1,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,17,0.41918706007484063,False,10.0,False,0.49453873895884753,0.0,0.0
2023-09-05 01:57,0,fedproto,SGD,0.01,cora,louvain,5,4,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,31,0.43831357883620276,False,0.1,False,0.5285349897063643,0.0,0.0
2023-09-05 02:01,1,fedproto,SGD,0.01,cora,louvain,5,4,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,78,0.8027539912220041,False,0.1,False,0.8027578276339126,0.0,0.0
2023-09-05 02:05,2,fedproto,SGD,0.01,cora,louvain,5,4,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,117,0.8007165281402802,False,0.1,False,0.8007165281402802,0.0,0.0
2023-09-05 02:06,0,fedproto,SGD,0.01,cora,louvain,5,4,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,37,0.44025532640901827,False,1.0,False,0.5265932421335486,0.0,0.0
2023-09-05 02:11,1,fedproto,SGD,0.01,cora,louvain,5,4,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,89,0.801642303680316,False,1.0,False,0.7854258816614952,0.0,0.0
2023-09-05 02:15,2,fedproto,SGD,0.01,cora,louvain,5,4,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,198,0.7971982603676653,False,1.0,False,0.7948462900767637,0.0,0.0
2023-09-05 02:16,0,fedproto,SGD,0.01,cora,louvain,5,4,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,3,0.477281932797516,False,10.0,False,0.5183008377931717,0.0,0.0
2023-09-05 02:18,1,fedproto,SGD,0.01,cora,louvain,5,4,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,1,0.4175917230591331,False,10.0,False,0.4319276040754521,0.0,0.0
2023-09-05 02:22,2,fedproto,SGD,0.01,cora,louvain,5,4,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,190,0.6752168301118143,False,10.0,False,0.6648865974460787,0.0,0.0
2023-09-05 02:26,0,fedproto,SGD,0.01,cora,louvain,5,16,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,36,0.8350900443260019,False,0.1,False,0.8381434794405056,0.0,0.0
2023-09-05 02:31,1,fedproto,SGD,0.01,cora,louvain,5,16,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,32,0.8331482967531864,False,0.1,False,0.8167571600890818,0.0,0.0
2023-09-05 02:35,2,fedproto,SGD,0.01,cora,louvain,5,16,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,34,0.8251412502585265,False,0.1,False,0.8419876049857867,0.0,0.0
2023-09-05 02:39,0,fedproto,SGD,0.01,cora,louvain,5,16,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,40,0.8205638563845549,False,1.0,False,0.8385585094560692,0.0,0.0
2023-09-05 02:44,1,fedproto,SGD,0.01,cora,louvain,5,16,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,30,0.8222915197117366,False,1.0,False,0.8218603318352068,0.0,0.0
2023-09-05 02:48,2,fedproto,SGD,0.01,cora,louvain,5,16,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,54,0.8273082794333446,False,1.0,False,0.8300948616386826,0.0,0.0
2023-09-05 02:54,0,fedproto,SGD,0.01,cora,louvain,5,16,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,93,0.8131875602767838,False,10.0,False,0.801574708471707,0.0,0.0
2023-09-05 03:00,1,fedproto,SGD,0.01,cora,louvain,5,16,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,90,0.8140739662164697,False,10.0,False,0.8041633642923776,0.0,0.0
2023-09-05 03:07,2,fedproto,SGD,0.01,cora,louvain,5,16,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,86,0.8112890187162268,False,10.0,False,0.8026798527473842,0.0,0.0
2023-09-05 03:08,0,fedproto,SGD,0.05,cora,louvain,5,1,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,56,0.44483547908077403,False,0.1,False,0.54042389664156,0.0,0.0
2023-09-05 03:10,1,fedproto,SGD,0.05,cora,louvain,5,1,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,151,0.696512086624091,False,0.1,False,0.6913817654632355,0.0,0.0
2023-09-05 03:13,2,fedproto,SGD,0.05,cora,louvain,5,1,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,169,0.6949421630545807,False,0.1,False,0.6831245824319432,0.0,0.0
2023-09-05 03:14,0,fedproto,SGD,0.05,cora,louvain,5,1,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,57,0.44483547908077403,False,1.0,False,0.5255409725981561,0.0,0.0
2023-09-05 03:17,1,fedproto,SGD,0.05,cora,louvain,5,1,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,162,0.6852766312027615,False,1.0,False,0.678143615834452,0.0,0.0
2023-09-05 03:20,2,fedproto,SGD,0.05,cora,louvain,5,1,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,178,0.6760477064007946,False,1.0,False,0.6730694340107574,0.0,0.0
2023-09-05 03:20,0,fedproto,SGD,0.05,cora,louvain,5,1,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,6,0.4745101251935733,False,10.0,False,0.5128474190780302,0.0,0.0
2023-09-05 03:22,1,fedproto,SGD,0.05,cora,louvain,5,1,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,1,0.4203635306630759,False,10.0,False,0.4359078389798383,0.0,0.0
2023-09-05 03:25,2,fedproto,SGD,0.05,cora,louvain,5,1,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,197,0.514252456706126,False,10.0,False,0.5274908143269033,0.0,0.0
2023-09-05 03:27,0,fedproto,SGD,0.05,cora,louvain,5,4,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,76,0.8197985793999747,False,0.1,False,0.8395490680426521,0.0,0.0
