exp_time,seed,method,optimizer,lr,datasets,splitter,client_num,local_updates,dropout,client_cfg_file,best_round,test_acc,whole_test_dataset,proto_weight,local_eval_whole_test_dataset,individual_best_test_acc_avg,individual_avg_test_acc_with_global_prototype,individual_avg_test_acc_with_local_prototype
2023-09-04 23:04,0,fedproto,SGD,0.01,cora,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,45,0.24240286839475692,False,0.1,False,0.2590454775984549,0.0,0.0
2023-09-04 23:05,1,fedproto,SGD,0.01,cora,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,14,0.1936901193205196,False,0.1,False,0.20626873567272086,0.0,0.0
2023-09-04 23:06,2,fedproto,SGD,0.01,cora,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,31,0.21734849820725324,False,0.1,False,0.22801359872986873,0.0,0.0
2023-09-04 23:07,0,fedproto,SGD,0.01,cora,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,46,0.23928760359724918,False,1.0,False,0.25593021280094713,0.0,0.0
2023-09-04 23:07,1,fedproto,SGD,0.01,cora,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,14,0.20626873567272086,False,1.0,False,0.20626873567272086,0.0,0.0
2023-09-04 23:08,2,fedproto,SGD,0.01,cora,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,36,0.21734849820725324,False,1.0,False,0.22645596633111484,0.0,0.0
2023-09-04 23:09,0,fedproto,SGD,0.01,cora,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,50,0.2470904602362899,False,10.0,False,0.25747315055442976,0.0,0.0
2023-09-04 23:10,1,fedproto,SGD,0.01,cora,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,15,0.20626873567272086,False,10.0,False,0.20626873567272086,0.0,0.0
2023-09-04 23:11,2,fedproto,SGD,0.01,cora,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,35,0.21104449538588135,False,10.0,False,0.21859433111098905,0.0,0.0
2023-09-04 23:14,0,fedproto,SGD,0.01,cora,louvain,3,4,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,144,0.8030848476847824,False,0.1,False,0.7976203668104654,0.0,0.0
2023-09-04 23:17,1,fedproto,SGD,0.01,cora,louvain,3,4,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,170,0.8197792494906659,False,0.1,False,0.8249945637842356,0.0,0.0
2023-09-04 23:20,2,fedproto,SGD,0.01,cora,louvain,3,4,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,198,0.8263618081833274,False,0.1,False,0.8281833018080998,0.0,0.0
2023-09-04 23:22,0,fedproto,SGD,0.01,cora,louvain,3,4,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,198,0.7848513624586021,False,1.0,False,0.778591443573044,0.0,0.0
2023-09-04 23:25,1,fedproto,SGD,0.01,cora,louvain,3,4,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,193,0.8098910380008345,False,1.0,False,0.808597266828099,0.0,0.0
2023-09-04 23:28,2,fedproto,SGD,0.01,cora,louvain,3,4,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,190,0.8148718803589284,False,1.0,False,0.8115074489806734,0.0,0.0
2023-09-04 23:29,0,fedproto,SGD,0.01,cora,louvain,3,4,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,5,0.24391641685769705,False,10.0,False,0.2621313531054202,0.0,0.0
2023-09-04 23:30,1,fedproto,SGD,0.01,cora,louvain,3,4,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,1,0.19526244636454473,False,10.0,False,0.19526244636454473,0.0,0.0
2023-09-04 23:31,2,fedproto,SGD,0.01,cora,louvain,3,4,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,3,0.20947216834185622,False,10.0,False,0.22275034616729927,0.0,0.0
2023-09-04 23:36,0,fedproto,SGD,0.01,cora,louvain,3,16,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,39,0.8578958745465939,False,0.1,False,0.8443940650977604,0.0,0.0
2023-09-04 23:39,1,fedproto,SGD,0.01,cora,louvain,3,16,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,36,0.8547659151038148,False,0.1,False,0.8425578768277168,0.0,0.0
2023-09-04 23:42,2,fedproto,SGD,0.01,cora,louvain,3,16,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,25,0.8493416638321257,False,0.1,False,0.845449510001834,0.0,0.0
2023-09-04 23:47,0,fedproto,SGD,0.01,cora,louvain,3,16,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,44,0.8521636781130727,False,1.0,False,0.8441302038717419,0.0,0.0
