exp_time,seed,method,optimizer,lr,datasets,splitter,client_num,local_updates,dropout,client_cfg_file,best_round,test_acc,whole_test_dataset,proto_weight,local_eval_whole_test_dataset,individual_best_test_acc_avg,individual_avg_test_acc_with_global_prototype,individual_avg_test_acc_with_local_prototype
2023-09-05 21:48,0,fedproto,SGD,0.01,pubmed,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,160,0.4351298483272221,False,0.1,False,0.5388403106143267,0.0,0.0
2023-09-05 21:49,1,fedproto,SGD,0.01,pubmed,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,47,0.3935241550255489,False,0.1,False,0.39329521729661115,0.0,0.0
2023-09-05 21:50,2,fedproto,SGD,0.01,pubmed,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,80,0.489237902971718,False,0.1,False,0.6641923455141003,0.0,0.0
2023-09-05 21:51,0,fedproto,SGD,0.01,pubmed,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,158,0.4365034747008485,False,1.0,False,0.5402139369879531,0.0,0.0
2023-09-05 21:51,1,fedproto,SGD,0.01,pubmed,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,47,0.393763446722127,False,1.0,False,0.39353450899318937,0.0,0.0
2023-09-05 21:52,2,fedproto,SGD,0.01,pubmed,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,83,0.48946684070065577,False,1.0,False,0.663557302165489,0.0,0.0
2023-09-05 21:53,0,fedproto,SGD,0.01,pubmed,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,151,0.4353587860561598,False,10.0,False,0.5390692483432643,0.0,0.0
2023-09-05 21:54,1,fedproto,SGD,0.01,pubmed,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,48,0.3928062799358145,False,10.0,False,0.3925773422068768,0.0,0.0
2023-09-05 21:55,2,fedproto,SGD,0.01,pubmed,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,61,0.48946684070065577,False,10.0,False,0.626281868219201,0.0,0.0
2023-09-05 21:56,0,fedproto,SGD,0.01,pubmed,louvain,3,4,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,16,0.42757490327227704,False,0.1,False,0.42757490327227704,0.0,0.0
