exp_time,seed,method,optimizer,lr,datasets,splitter,client_num,local_updates,dropout,client_cfg_file,best_round,test_acc,whole_test_dataset,proto_weight,local_eval_whole_test_dataset,individual_best_test_acc_avg,individual_avg_test_acc_with_global_prototype,individual_avg_test_acc_with_local_prototype
2023-09-05 14:10,0,fedproto,SGD,0.01,citeseer,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,108,0.35186965434367706,False,0.1,False,0.3534724396108435,0.0,0.0
2023-09-05 14:10,1,fedproto,SGD,0.01,citeseer,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,60,0.35711974382363865,False,0.1,False,0.35711974382363865,0.0,0.0
2023-09-05 14:11,2,fedproto,SGD,0.01,citeseer,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,106,0.4112901832347651,False,0.1,False,0.44100594550866695,0.0,0.0
2023-09-05 14:12,0,fedproto,SGD,0.01,citeseer,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,110,0.3505776646795944,False,1.0,False,0.3492750159605323,0.0,0.0
2023-09-05 14:13,1,fedproto,SGD,0.01,citeseer,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,60,0.3737936474276334,False,1.0,False,0.36953832827869726,0.0,0.0
2023-09-05 14:14,2,fedproto,SGD,0.01,citeseer,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,94,0.4093659433095356,False,1.0,False,0.4313297675989413,0.0,0.0
2023-09-05 14:15,0,fedproto,SGD,0.01,citeseer,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,127,0.3456900952695114,False,10.0,False,0.3445032375476993,0.0,0.0
2023-09-05 14:17,1,fedproto,SGD,0.01,citeseer,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,164,0.40288613548668684,False,10.0,False,0.41400207122268334,0.0,0.0
2023-09-05 14:18,2,fedproto,SGD,0.01,citeseer,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,74,0.3905468768407907,False,10.0,False,0.41481429121211405,0.0,0.0
2023-09-05 14:19,0,fedproto,SGD,0.01,citeseer,louvain,3,4,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,176,0.7358239617799948,False,0.1,False,0.7528940456274874,0.0,0.0
