exp_time,seed,method,optimizer,lr,datasets,splitter,client_num,local_updates,dropout,client_cfg_file,best_round,test_acc,whole_test_dataset,delta,mu,lamda,imb_ratio,beta,local_eval_whole_test_dataset,individual_best_bac_avg,individual_best_f1score_avg,individual_best_test_acc_avg
2024-04-13 20:22,1,fgpl_worker,SGD,0.3,computers,louvain,7,5,0.5,model_heterogeneity/model_settings/7_Heterogeneous_GNNs.yaml,2,0.5420733542627414,True,0.1,0.5,0.5,100,100,True,0.27738095238095234,0.4556289227842405,0.5459893504734981
