exp_time,seed,method,optimizer,lr,datasets,splitter,client_num,local_updates,dropout,client_cfg_file,best_round,test_acc,whole_test_dataset,delta,mu,lamda,imb_ratio,beta,local_eval_whole_test_dataset,individual_best_bac_avg,individual_best_f1score_avg,individual_best_test_acc_avg
2024-04-13 19:38,1,fgpl_worker,SGD,0.3,computers,louvain,5,5,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,3,0.48628725149317537,True,0.1,0.5,0.5,100,100,True,0.3150889724523824,0.45986893875355667,0.5812085310172113
