exp_time,seed,method,optimizer,lr,datasets,splitter,client_num,local_updates,dropout,client_cfg_file,best_round,test_acc,whole_test_dataset,test_acc_based_on_local_proto,local_eval_whole_test_dataset,individual_best_bac_avg,individual_best_f1score_avg,individual_best_test_acc_avg,individual_avg_test_acc_with_global_prototype,individual_avg_test_acc_with_local_prototype,individual_avg_test_f1_with_global_prototype,individual_avg_test_pre_with_local_prototype
2024-04-19 23:58,0,fedpcl,SGD,0.05,computers,louvain,10,1,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,1,0.21345454545454542,True,0.20792727272727274,True,0.125,0.09838139570903708,0.16705454545454546,0.2832363636363636,0.18396363636363633,0.17863847445867584,0.22487057535225546
2024-04-20 01:17,1,fedpcl,SGD,0.05,computers,louvain,10,1,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,1,0.17527272727272725,True,0.2182181818181818,True,0.15181535269709542,0.10155966328880457,0.17603636363636363,0.3124727272727273,0.22676363636363636,0.20908144919129779,0.2198935655539429
2024-04-20 06:10,2,fedpcl,SGD,0.05,computers,louvain,10,1,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,2,0.21345454545454542,True,0.20450909090909092,True,0.17489626556016596,0.14026316464763902,0.2309090909090909,0.31367272727272727,0.286,0.21239726051687308,0.19871648472383813
2024-04-20 08:31,0,fedpcl,SGD,0.05,computers,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,1,0.21345454545454542,True,0.21658181818181815,True,0.15,0.13503764234385585,0.21345454545454548,0.2834909090909091,0.27581818181818185,0.1791302651477179,0.23976062788694902
2024-04-20 10:07,1,fedpcl,SGD,0.05,computers,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,2,0.21345454545454542,True,0.22887272727272726,True,0.15,0.13503764234385585,0.21345454545454548,0.24545454545454545,0.22879999999999998,0.14213498595307586,0.22437759336099586
2024-04-20 13:16,2,fedpcl,SGD,0.05,computers,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,2,0.21312727272727275,True,0.1734181818181818,True,0.1498878205128205,0.13493892134182364,0.2132,0.30421818181818183,0.2182181818181818,0.20520280456045445,0.23760396456687838
2024-04-20 19:21,0,fedpcl,SGD,0.05,computers,louvain,10,16,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,1,0.2126909090909091,True,0.1305090909090909,True,0.14710301627832748,0.13473963420996404,0.21127272727272728,0.3405818181818182,0.14025454545454547,0.2218923194187304,0.252614310712112
2024-04-21 01:12,1,fedpcl,SGD,0.05,computers,louvain,10,16,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,1,0.21345454545454542,True,0.16436363636363635,True,0.14758205660176615,0.1348854426689979,0.21170909090909093,0.3447636363636364,0.10196363636363637,0.2262158734448132,0.24967234943668978
2024-04-21 05:51,2,fedpcl,SGD,0.05,computers,louvain,10,16,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,2,0.2132,True,0.15218181818181817,True,0.14937293861049047,0.13486573742457217,0.21276363636363635,0.2953818181818182,0.2359272727272727,0.18267427907954037,0.22494959677419354
2024-04-21 07:07,0,fedpcl,SGD,0.1,computers,louvain,10,1,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,1,0.21345454545454542,True,0.1924363636363636,True,0.125,0.09838139570903709,0.16705454545454543,0.2761454545454546,0.18756363636363632,0.17570033692799616,0.22533190048691418
2024-04-21 08:14,1,fedpcl,SGD,0.1,computers,louvain,10,1,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,1,0.22763636363636364,True,0.20174545454545453,True,0.1756511222323803,0.14357163825482339,0.23199999999999998,0.2753090909090909,0.20370909090909092,0.17400069695906165,0.22505186721991702
2024-04-21 12:49,2,fedpcl,SGD,0.1,computers,louvain,10,1,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,2,0.21345454545454542,True,0.20287272727272726,True,0.1716286307053942,0.14006956848999885,0.22861818181818183,0.24069090909090907,0.2210909090909091,0.1600588269100936,0.1838301282051282
2024-04-21 15:50,0,fedpcl,SGD,0.1,computers,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,1,0.2132363636363636,True,0.11785454545454546,True,0.15,0.13503764234385585,0.21345454545454548,0.3378181818181818,0.2481090909090909,0.2413123302839272,0.21368589743589742
2024-04-21 19:09,1,fedpcl,SGD,0.1,computers,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,4,0.21290909090909088,True,0.24167272727272726,True,0.14998397435897437,0.13503037097967013,0.2134181818181818,0.35294545454545456,0.19054545454545452,0.24606411460207936,0.2203525641025641
2024-04-21 23:43,2,fedpcl,SGD,0.1,computers,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,5,0.21316363636363636,True,0.21756363636363635,True,0.1498878205128205,0.13493892134182364,0.2132,0.33218181818181813,0.20203636363636363,0.21510982916146631,0.24985576923076924
2024-04-22 04:54,0,fedpcl,SGD,0.1,computers,louvain,10,16,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,1,0.21400000000000002,True,0.16207272727272728,True,0.1595160518105907,0.14902670503933188,0.20785454545454543,0.3216,0.1969818181818182,0.21420726149530664,0.22029443091905052
2024-04-22 09:28,1,fedpcl,SGD,0.1,computers,louvain,10,16,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,1,0.2134181818181818,True,0.19083636363636364,True,0.1503036227258219,0.13632386490927453,0.21381818181818182,0.3382909090909091,0.20832727272727275,0.2375233542889338,0.22944448375680274
