exp_time,seed,method,optimizer,lr,datasets,splitter,client_num,local_updates,dropout,client_cfg_file,best_round,test_acc,whole_test_dataset,test_acc_based_on_local_proto,local_eval_whole_test_dataset,individual_best_bac_avg,individual_best_f1score_avg,individual_best_test_acc_avg,individual_avg_test_acc_with_global_prototype,individual_avg_test_acc_with_local_prototype,individual_avg_test_f1_with_global_prototype,individual_avg_test_pre_with_local_prototype
2024-04-13 21:17,0,fedpcl,SGD,0.05,citeseer,louvain,5,1,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,93,0.5395663956639567,True,0.6685636856368563,True,0.5437996925083338,0.5143913171404086,0.5571815718157181,0.6842818428184281,0.6780487804878049,0.7070308384513322,0.6795639192914014
2024-04-13 21:44,1,fedpcl,SGD,0.05,citeseer,louvain,5,1,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,60,0.5747967479674798,True,0.6663956639566395,True,0.5296844706402609,0.4838738496543651,0.5306233062330623,0.6815718157181572,0.6747967479674797,0.7019472485706825,0.6770943982551113
2024-04-13 22:10,2,fedpcl,SGD,0.05,citeseer,louvain,5,1,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,72,0.5883468834688347,True,0.6658536585365853,True,0.4924738321031793,0.4459306098952454,0.5059620596205961,0.6826558265582655,0.678590785907859,0.7051424788011758,0.6792352654153386
2024-04-13 22:28,0,fedpcl,SGD,0.05,citeseer,louvain,5,4,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,21,0.5940379403794038,True,0.6682926829268292,True,0.6498996117472684,0.6621364022910651,0.6571815718157181,0.6921409214092141,0.6910569105691057,0.7127820157717035,0.6893580085558011
2024-04-13 22:46,1,fedpcl,SGD,0.05,citeseer,louvain,5,4,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,5,0.5021680216802168,True,0.6707317073170732,True,0.5169883968272706,0.49747412444271477,0.5130081300813009,0.697831978319783,0.692140921409214,0.7139900874194998,0.6923852259717093
2024-04-13 23:09,2,fedpcl,SGD,0.05,citeseer,louvain,5,4,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,9,0.5926829268292683,True,0.6742547425474255,True,0.6143943008171672,0.5965778321502402,0.608130081300813,0.6959349593495935,0.6897018970189702,0.7134620846533087,0.6971140037063894
2024-04-13 23:39,0,fedpcl,SGD,0.05,citeseer,louvain,5,16,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,8,0.6685636856368564,True,0.6680216802168022,True,0.6568742342220798,0.6642654769558617,0.6642276422764228,0.6834688346883467,0.6682926829268293,0.697153508844265,0.6759577887582845
2024-04-14 00:10,1,fedpcl,SGD,0.05,citeseer,louvain,5,16,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,4,0.6563685636856369,True,0.6669376693766937,True,0.6703939071303964,0.6856042885468887,0.67289972899729,0.6823848238482384,0.6883468834688347,0.6999818037257641,0.6809524907574488
2024-04-14 00:47,2,fedpcl,SGD,0.05,citeseer,louvain,5,16,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,2,0.6243902439024389,True,0.6848238482384824,True,0.6921157845722006,0.7118211616151146,0.6956639566395664,0.6989159891598915,0.6959349593495936,0.7208193654115965,0.6951306835833929
2024-04-14 01:14,0,fedpcl,SGD,0.1,citeseer,louvain,5,1,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,40,0.6211382113821138,True,0.6682926829268293,True,0.5455703344557434,0.5341011449318745,0.5623306233062331,0.6897018970189702,0.6840108401084011,0.7161357501494313,0.6843168522672123
