exp_time,seed,method,optimizer,lr,datasets,splitter,client_num,local_updates,dropout,client_cfg_file,best_round,test_acc,whole_test_dataset,test_acc_based_on_local_proto,local_eval_whole_test_dataset,individual_best_bac_avg,individual_best_f1score_avg,individual_best_test_acc_avg,individual_avg_test_acc_with_global_prototype,individual_avg_test_acc_with_local_prototype,individual_avg_test_f1_with_global_prototype,individual_avg_test_pre_with_local_prototype
2024-04-14 22:42,0,fedpcl,SGD,0.05,cora,louvain,10,1,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,68,0.3921182266009852,True,0.4908045977011494,True,0.31329429635347805,0.31429678243920284,0.39293924466338265,0.48538587848932685,0.49934318555008217,0.4446019313505386,0.4063687061463737
2024-04-14 23:29,1,fedpcl,SGD,0.05,cora,louvain,10,1,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,70,0.3873563218390805,True,0.4755336617405582,True,0.3164317656130969,0.30804446879508773,0.38965517241379305,0.4873563218390805,0.4889983579638752,0.4424033511248761,0.4075900788560688
2024-04-15 00:25,2,fedpcl,SGD,0.05,cora,louvain,10,1,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,50,0.37963875205254516,True,0.4819376026272577,True,0.3057203388457313,0.3008184305338152,0.3858784893267652,0.4873563218390805,0.5008210180623973,0.43535568209431263,0.4138546086938211
2024-04-15 01:07,0,fedpcl,SGD,0.05,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,17,0.4528735632183908,True,0.5016420361247949,True,0.39136988729983,0.4151314158354341,0.4835796387520525,0.5500821018062397,0.5170771756978654,0.5206032108772283,0.45532927400505113
2024-04-15 02:05,1,fedpcl,SGD,0.05,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,12,0.4500821018062398,True,0.4947454844006568,True,0.40813066806929577,0.4291504525955873,0.4954022988505747,0.544991789819376,0.5374384236453202,0.5047817734307908,0.44762982107070826
2024-04-15 03:01,2,fedpcl,SGD,0.05,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,9,0.40771756978653534,True,0.4788177339901479,True,0.3648325274787309,0.3669124281739208,0.45221674876847284,0.5293924466338259,0.50311986863711,0.49400097015556216,0.4336376420494215
2024-04-15 04:04,0,fedpcl,SGD,0.05,cora,louvain,10,16,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,19,0.4637110016420361,True,0.49507389162561577,True,0.40848014567509516,0.4489283203546929,0.50623973727422,0.5380952380952382,0.5126436781609196,0.5137731911800048,0.44896051450590546
2024-04-15 05:05,1,fedpcl,SGD,0.05,cora,louvain,10,16,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,23,0.45254515599343187,True,0.49490968801313634,True,0.39081617763568294,0.4260665556639016,0.4832512315270936,0.5464696223316914,0.5284072249589492,0.515421196754088,0.4511097628926654
2024-04-15 05:56,2,fedpcl,SGD,0.05,cora,louvain,10,16,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,5,0.4489326765188834,True,0.5019704433497537,True,0.4058374617327337,0.4265362646898179,0.4876847290640395,0.5417077175697865,0.5169129720853858,0.50691144167214,0.4523655641198764
2024-04-15 06:42,0,fedpcl,SGD,0.1,cora,louvain,10,1,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,29,0.42742200328407226,True,0.5103448275862069,True,0.34544750001381425,0.33878593758006426,0.4320197044334975,0.5285714285714286,0.5187192118226601,0.4896786034667914,0.4393841564967846
