exp_time,seed,method,optimizer,lr,datasets,splitter,client_num,local_updates,dropout,client_cfg_file,best_round,test_acc,whole_test_dataset,test_acc_based_on_local_proto,local_eval_whole_test_dataset,individual_best_bac_avg,individual_best_f1score_avg,individual_best_test_acc_avg,individual_avg_test_acc_with_global_prototype,individual_avg_test_acc_with_local_prototype,individual_avg_test_f1_with_global_prototype,individual_avg_test_pre_with_local_prototype
2024-04-14 15:00,1,fedpcl,SGD,0.1,cora,louvain,7,1,0.5,model_heterogeneity/model_settings/7_Heterogeneous_GNNs.yaml,94,0.45437485338963174,True,0.5268590194698569,True,0.3872483453813631,0.3336797797473607,0.39549612948627727,0.5505512549847527,0.5282664790053954,0.5101645281834156,0.47699560626616594
2024-04-14 15:33,2,fedpcl,SGD,0.1,cora,louvain,7,1,0.5,model_heterogeneity/model_settings/7_Heterogeneous_GNNs.yaml,83,0.4675111423879897,True,0.5357729298615997,True,0.32920449571800675,0.3001978222690386,0.3816561107201502,0.5662678864649308,0.5521932911095473,0.5103198224180274,0.4743110145829345
2024-04-14 15:54,0,fedpcl,SGD,0.1,cora,louvain,7,4,0.5,model_heterogeneity/model_settings/7_Heterogeneous_GNNs.yaml,18,0.5186488388458832,True,0.5381186957541637,True,0.4329709466182344,0.4537180916533486,0.5130190007037297,0.565798733286418,0.5491437954492142,0.5297112908536075,0.49683614862944026
2024-04-14 16:14,1,fedpcl,SGD,0.1,cora,louvain,7,4,0.5,model_heterogeneity/model_settings/7_Heterogeneous_GNNs.yaml,12,0.49847525216983346,True,0.541871921182266,True,0.4195978558959501,0.4115247030141599,0.4733755571193995,0.5744780670889046,0.5552427867698804,0.5419817419047389,0.5152810380056707
2024-04-14 16:33,2,fedpcl,SGD,0.1,cora,louvain,7,4,0.5,model_heterogeneity/model_settings/7_Heterogeneous_GNNs.yaml,10,0.5261552897020878,True,0.5510204081632654,True,0.42900158189394993,0.4793643430815494,0.5285010555946517,0.574712643678161,0.550785831574009,0.5447137048566696,0.5023319250079028
2024-04-14 17:02,0,fedpcl,SGD,0.1,cora,louvain,7,16,0.5,model_heterogeneity/model_settings/7_Heterogeneous_GNNs.yaml,50,0.536476659629369,True,0.5411681914144968,True,0.4556033185626748,0.48699845744234666,0.5303776683087028,0.5629838142153413,0.5406990382359841,0.530182927171263,0.48508628012058125
2024-04-14 17:32,1,fedpcl,SGD,0.1,cora,louvain,7,16,0.5,model_heterogeneity/model_settings/7_Heterogeneous_GNNs.yaml,5,0.5374149659863946,True,0.5437485338963172,True,0.44992362483777354,0.4689023324469396,0.5064508562045508,0.5669716162327,0.5519587145202908,0.540211923875839,0.5047774586176531
2024-04-14 18:03,2,fedpcl,SGD,0.1,cora,louvain,7,16,0.5,model_heterogeneity/model_settings/7_Heterogeneous_GNNs.yaml,3,0.5414027680037532,True,0.5580577058409572,True,0.4799593575940116,0.5125669404259314,0.5573539760731878,0.5716631480178279,0.5472671827351631,0.5385452628504884,0.5123587313221829
2024-04-14 18:25,0,fedpcl,SGD,0.25,cora,louvain,7,1,0.5,model_heterogeneity/model_settings/7_Heterogeneous_GNNs.yaml,76,0.5111423879896787,True,0.5360075064508562,True,0.4383497478312149,0.4521802497211539,0.5174759558996013,0.5695519587145202,0.5348346235045742,0.5211940713731648,0.49282862907281977
2024-04-14 18:45,1,fedpcl,SGD,0.25,cora,louvain,7,1,0.5,model_heterogeneity/model_settings/7_Heterogeneous_GNNs.yaml,64,0.5285010555946517,True,0.5432793807178043,True,0.4062525528311915,0.3997145806745185,0.4705606380483228,0.5805770584095707,0.5425756509500352,0.5334863725894807,0.5156857556089107
2024-04-14 19:10,2,fedpcl,SGD,0.25,cora,louvain,7,1,0.5,model_heterogeneity/model_settings/7_Heterogeneous_GNNs.yaml,57,0.5320197044334976,True,0.5444522636640864,True,0.3793968807035009,0.39137195391311186,0.46962233169129725,0.5791695988740324,0.5388224255219329,0.5222770483085462,0.46858338315521086
2024-04-14 19:25,0,fedpcl,SGD,0.25,cora,louvain,7,4,0.5,model_heterogeneity/model_settings/7_Heterogeneous_GNNs.yaml,27,0.5282664790053954,True,0.5545390570021113,True,0.41050957630784046,0.41222292528532506,0.48463523340370634,0.577058409570725,0.5505512549847525,0.5274757572898651,0.48214213480297047
2024-04-14 19:47,1,fedpcl,SGD,0.25,cora,louvain,7,4,0.5,model_heterogeneity/model_settings/7_Heterogeneous_GNNs.yaml,6,0.5130190007037297,True,0.5216983345062163,True,0.4445582525435932,0.48204794735118134,0.5331925873797795,0.5726014543748533,0.5547736335913677,0.5445992959218048,0.49936554081704126
2024-04-14 20:03,2,fedpcl,SGD,0.25,cora,louvain,7,4,0.5,model_heterogeneity/model_settings/7_Heterogeneous_GNNs.yaml,10,0.5202908749706779,True,0.5334271639690359,True,0.46010713671808057,0.49192699386651734,0.5336617405582923,0.5810462115880836,0.5721323011963406,0.5523604677482735,0.5166798932257586
2024-04-14 20:40,0,fedpcl,SGD,0.25,cora,louvain,7,16,0.5,model_heterogeneity/model_settings/7_Heterogeneous_GNNs.yaml,4,0.511376964578935,True,0.5547736335913676,True,0.4672202786125159,0.5081920145948355,0.5477363359136758,0.5737743373211355,0.558057705840957,0.5399355399368916,0.5058072570927717
2024-04-14 21:21,1,fedpcl,SGD,0.25,cora,louvain,7,16,0.5,model_heterogeneity/model_settings/7_Heterogeneous_GNNs.yaml,5,0.4937837203847057,True,0.5118461177574478,True,0.43996109098572517,0.4857948190756449,0.5087966220971147,0.564625850340136,0.5435139573070608,0.541131585717442,0.5150034855579706
2024-04-14 21:56,2,fedpcl,SGD,0.25,cora,louvain,7,16,0.5,model_heterogeneity/model_settings/7_Heterogeneous_GNNs.yaml,3,0.5069200093830636,True,0.53835327234342,True,0.4633137758062232,0.47672111889494967,0.5153647665962937,0.569317382125264,0.555008210180624,0.538419655232392,0.5118362817046834
