exp_time,seed,method,optimizer,lr,datasets,splitter,client_num,local_updates,dropout,client_cfg_file,best_round,test_acc,whole_test_dataset,LP_layer,LP_alpha,local_eval_whole_test_dataset,individual_best_test_acc_avg
2023-09-08 22:54,1,poiv3,SGD,0.05,cora,louvain,10,1,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,103,0.736873642414516,False,3,0.9,False,0.7441829840373441
2023-09-08 22:58,2,poiv3,SGD,0.05,cora,louvain,10,1,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,177,0.7321411692202189,False,3,0.9,False,0.7118049352568562
2023-09-08 23:03,0,poiv3,SGD,0.05,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,47,0.8102602771011818,False,1,0.1,False,0.8091924148638174
2023-09-08 23:06,1,poiv3,SGD,0.05,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,33,0.7666757002035546,False,1,0.1,False,0.7875251715956401
2023-09-08 23:09,2,poiv3,SGD,0.05,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,35,0.7742379704385439,False,1,0.1,False,0.7829044651570364
2023-09-08 23:13,0,poiv3,SGD,0.05,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,46,0.8158206635746117,False,1,0.5,False,0.8053645015846846
2023-09-08 23:15,1,poiv3,SGD,0.05,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,32,0.7808863836120157,False,1,0.5,False,0.7938476648205723
2023-09-08 23:19,2,poiv3,SGD,0.05,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,34,0.7859701753140562,False,1,0.5,False,0.7786822429348141
2023-09-08 23:23,0,poiv3,SGD,0.05,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,48,0.8185984413523896,False,1,0.9,False,0.8164756126957957
2023-09-08 23:25,1,poiv3,SGD,0.05,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,31,0.7858735203106668,False,1,0.9,False,0.8032923975657722
2023-09-08 23:29,2,poiv3,SGD,0.05,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,33,0.7905368592787683,False,1,0.9,False,0.781121267325058
2023-09-08 23:34,0,poiv3,SGD,0.05,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,46,0.8131197542253649,False,2,0.1,False,0.807859081530484
2023-09-08 23:36,1,poiv3,SGD,0.05,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,34,0.7989576003134626,False,2,0.1,False,0.7861918382623067
2023-09-08 23:39,2,poiv3,SGD,0.05,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,35,0.7891800908544697,False,2,0.1,False,0.7773489096014808
2023-09-08 23:43,0,poiv3,SGD,0.05,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,27,0.7828917439415073,False,2,0.5,False,0.8126215556258133
2023-09-08 23:46,1,poiv3,SGD,0.05,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,32,0.768126233545205,False,2,0.5,False,0.7952978176199726
2023-09-08 23:48,2,poiv3,SGD,0.05,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,31,0.7870806972888412,False,2,0.5,False,0.7849765691759488
2023-09-08 23:51,0,poiv3,SGD,0.05,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,25,0.7539768764263958,False,2,0.9,False,0.7810682250737344
2023-09-08 23:54,1,poiv3,SGD,0.05,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,32,0.7781086058342378,False,2,0.9,False,0.7802975293192173
2023-09-08 23:57,2,poiv3,SGD,0.05,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,23,0.7842425330376335,False,2,0.9,False,0.7998114355909459
2023-09-09 00:00,0,poiv3,SGD,0.05,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,46,0.8123275502022199,False,3,0.1,False,0.8026422793624624
2023-09-09 00:03,1,poiv3,SGD,0.05,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,34,0.8043164883013196,False,3,0.1,False,0.7900197515414396
2023-09-09 00:06,2,poiv3,SGD,0.05,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,35,0.7891800908544697,False,3,0.1,False,0.7773489096014808
2023-09-09 00:08,0,poiv3,SGD,0.05,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,26,0.7804183778436411,False,3,0.5,False,0.7701790478840902
2023-09-09 00:11,1,poiv3,SGD,0.05,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,33,0.7808116374014746,False,3,0.5,False,0.7829587759316835
2023-09-09 00:15,2,poiv3,SGD,0.05,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,23,0.7856918083999523,False,3,0.5,False,0.7963504426831445
2023-09-09 00:17,0,poiv3,SGD,0.05,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,24,0.7959170601396004,False,3,0.9,False,0.7896835114581376
2023-09-09 00:20,1,poiv3,SGD,0.05,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,34,0.7836641613897933,False,3,0.9,False,0.8068968200993594
2023-09-09 00:23,2,poiv3,SGD,0.05,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,24,0.7783442506317806,False,3,0.9,False,0.7924971640252014
2023-09-09 00:27,0,poiv3,SGD,0.05,cora,louvain,10,16,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,4,0.7869569246869099,False,1,0.1,False,0.805878609666942
2023-09-09 00:32,1,poiv3,SGD,0.05,cora,louvain,10,16,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,3,0.7786419045714806,False,1,0.1,False,0.8022422620644172
2023-09-09 00:36,2,poiv3,SGD,0.05,cora,louvain,10,16,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,3,0.8098186105193095,False,1,0.1,False,0.7953799042921754
2023-09-09 00:40,0,poiv3,SGD,0.05,cora,louvain,10,16,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,4,0.7890845842613781,False,1,0.5,False,0.8033800762403496
2023-09-09 00:44,1,poiv3,SGD,0.05,cora,louvain,10,16,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,3,0.775214008590393,False,1,0.5,False,0.7977923975657722
2023-09-09 00:49,2,poiv3,SGD,0.05,cora,louvain,10,16,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,3,0.7618331520849788,False,1,0.5,False,0.7934798869941301
2023-09-09 00:53,0,poiv3,SGD,0.05,cora,louvain,10,16,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,4,0.7887732194456023,False,1,0.9,False,0.8020233078160512
2023-09-09 00:57,1,poiv3,SGD,0.05,cora,louvain,10,16,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,3,0.7724362308126154,False,1,0.9,False,0.7948773648860336
2023-09-09 01:02,2,poiv3,SGD,0.05,cora,louvain,10,16,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,3,0.7642721764752226,False,1,0.9,False,0.7922624956897824
2023-09-09 01:06,0,poiv3,SGD,0.05,cora,louvain,10,16,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,4,0.776495054342027,False,2,0.1,False,0.805878609666942
2023-09-09 01:10,1,poiv3,SGD,0.05,cora,louvain,10,16,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,3,0.773086349015925,False,2,0.1,False,0.7991257308991055
2023-09-09 01:15,2,poiv3,SGD,0.05,cora,louvain,10,16,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,3,0.7618331520849788,False,2,0.1,False,0.7995514018767165
2023-09-09 01:19,0,poiv3,SGD,0.05,cora,louvain,10,16,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,4,0.7886250579269842,False,2,0.5,False,0.7958176340571859
2023-09-09 01:23,1,poiv3,SGD,0.05,cora,louvain,10,16,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,3,0.78815126822609,False,2,0.5,False,0.795160562718012
2023-09-09 01:28,2,poiv3,SGD,0.05,cora,louvain,10,16,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,3,0.8049735596404937,False,2,0.5,False,0.7898624485293825
2023-09-09 01:32,0,poiv3,SGD,0.05,cora,louvain,10,16,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,3,0.7956416728985973,False,2,0.9,False,0.7971248235996695
2023-09-09 01:36,1,poiv3,SGD,0.05,cora,louvain,10,16,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,3,0.7880957126705345,False,2,0.9,False,0.7974836450792704
2023-09-09 01:41,2,poiv3,SGD,0.05,cora,louvain,10,16,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,3,0.8025345352502496,False,2,0.9,False,0.7898672794472568
2023-09-09 01:45,0,poiv3,SGD,0.05,cora,louvain,10,16,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,4,0.7869569246869099,False,3,0.1,False,0.812572953206122
2023-09-09 01:50,1,poiv3,SGD,0.05,cora,louvain,10,16,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,3,0.7828789105025127,False,3,0.1,False,0.7991257308991055
2023-09-09 01:54,2,poiv3,SGD,0.05,cora,louvain,10,16,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,3,0.7618331520849788,False,3,0.1,False,0.7966528511520787
2023-09-09 01:58,0,poiv3,SGD,0.05,cora,louvain,10,16,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,3,0.787613996026084,False,3,0.5,False,0.7928695044507335
2023-09-09 02:02,1,poiv3,SGD,0.05,cora,louvain,10,16,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,3,0.7895663009058286,False,3,0.5,False,0.7886055962987826
2023-09-09 02:07,2,poiv3,SGD,0.05,cora,louvain,10,16,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,3,0.8010852598879309,False,3,0.5,False,0.7899099051932075
2023-09-09 02:12,0,poiv3,SGD,0.05,cora,louvain,10,16,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,3,0.7786227139164951,False,3,0.9,False,0.8073540288201105
2023-09-09 02:16,1,poiv3,SGD,0.05,cora,louvain,10,16,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,3,0.7977242795444386,False,3,0.9,False,0.7954089287310839
2023-09-09 02:22,2,poiv3,SGD,0.05,cora,louvain,10,16,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,3,0.8035846707516047,False,3,0.9,False,0.7837861027289216
2023-09-09 02:25,0,poiv3,SGD,0.25,cora,louvain,10,1,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,59,0.7756471957382846,False,1,0.1,False,0.8077706270982988
2023-09-09 02:27,1,poiv3,SGD,0.25,cora,louvain,10,1,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,59,0.7873275302202494,False,1,0.1,False,0.798530389839312
2023-09-09 02:30,2,poiv3,SGD,0.25,cora,louvain,10,1,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,65,0.7936774120169398,False,1,0.1,False,0.7845453088503946
2023-09-09 02:33,0,poiv3,SGD,0.25,cora,louvain,10,1,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,60,0.7991457752487573,False,1,0.5,False,0.8103529820892863
2023-09-09 02:36,1,poiv3,SGD,0.25,cora,louvain,10,1,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,57,0.788325477164947,False,1,0.5,False,0.788013841375955
2023-09-09 02:38,2,poiv3,SGD,0.25,cora,louvain,10,1,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,64,0.7863125148385561,False,1,0.5,False,0.7823680703941116
2023-09-09 02:41,0,poiv3,SGD,0.25,cora,louvain,10,1,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,57,0.7966323957342144,False,1,0.9,False,0.8103255935175282
2023-09-09 02:43,1,poiv3,SGD,0.25,cora,louvain,10,1,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,57,0.7841539795804061,False,1,0.9,False,0.8020252580858667
2023-09-09 02:46,2,poiv3,SGD,0.25,cora,louvain,10,1,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,62,0.7588597561247579,False,1,0.9,False,0.789231888324885
2023-09-09 02:48,0,poiv3,SGD,0.25,cora,louvain,10,1,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,59,0.7751000897543554,False,2,0.1,False,0.8134752216095537
2023-09-09 02:51,1,poiv3,SGD,0.25,cora,louvain,10,1,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,60,0.8050009482122515,False,2,0.1,False,0.7982799344659058
2023-09-09 02:54,2,poiv3,SGD,0.25,cora,louvain,10,1,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,65,0.7908996342391619,False,2,0.1,False,0.7803777647466464
2023-09-09 02:56,0,poiv3,SGD,0.25,cora,louvain,10,1,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,50,0.7861092614788202,False,2,0.5,False,0.795643623168413
2023-09-09 02:59,1,poiv3,SGD,0.25,cora,louvain,10,1,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,57,0.799926231864065,False,2,0.5,False,0.7945565336301617
2023-09-09 03:02,2,poiv3,SGD,0.25,cora,louvain,10,1,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,57,0.789571131823703,False,2,0.5,False,0.7844151034549087
2023-09-09 03:04,0,poiv3,SGD,0.25,cora,louvain,10,1,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,48,0.7732869900463871,False,2,0.9,False,0.804961874611797
2023-09-09 03:07,1,poiv3,SGD,0.25,cora,louvain,10,1,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,54,0.793943270438706,False,2,0.9,False,0.7961750879884211
2023-09-09 03:09,2,poiv3,SGD,0.25,cora,louvain,10,1,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,46,0.7796416063903411,False,2,0.9,False,0.7666793687016314
2023-09-09 03:12,0,poiv3,SGD,0.25,cora,louvain,10,1,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,59,0.7765493651166743,False,3,0.1,False,0.8100464481913848
2023-09-09 03:15,1,poiv3,SGD,0.25,cora,louvain,10,1,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,61,0.7871251542975948,False,3,0.1,False,0.7888081676170897
2023-09-09 03:18,2,poiv3,SGD,0.25,cora,louvain,10,1,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,65,0.7908996342391619,False,3,0.1,False,0.7818270401089654
2023-09-09 03:21,0,poiv3,SGD,0.25,cora,louvain,10,1,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,48,0.7810547851708748,False,3,0.5,False,0.7885352596888483
2023-09-09 03:23,1,poiv3,SGD,0.25,cora,louvain,10,1,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,54,0.7940835050137678,False,3,0.5,False,0.7998549387739781
2023-09-09 03:26,2,poiv3,SGD,0.25,cora,louvain,10,1,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,48,0.7631348618485528,False,3,0.5,False,0.765573677644721
2023-09-09 03:29,0,poiv3,SGD,0.25,cora,louvain,10,1,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,48,0.7586598073847798,False,3,0.9,False,0.7898317720017977
2023-09-09 03:31,1,poiv3,SGD,0.25,cora,louvain,10,1,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,48,0.7893083694276184,False,3,0.9,False,0.7978520056271627
2023-09-09 03:34,2,poiv3,SGD,0.25,cora,louvain,10,1,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,47,0.7947275475182947,False,3,0.9,False,0.7897017245449863
2023-09-09 03:36,0,poiv3,SGD,0.25,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,8,0.7957126610239981,False,1,0.1,False,0.8047300869244365
2023-09-09 03:38,1,poiv3,SGD,0.25,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,6,0.822624095031955,False,1,0.1,False,0.8082261009268576
2023-09-09 03:42,2,poiv3,SGD,0.25,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,7,0.8187426493902146,False,1,0.1,False,0.7930203606597364
2023-09-09 03:44,0,poiv3,SGD,0.25,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,8,0.8061114701870367,False,1,0.5,False,0.8131911463404939
2023-09-09 03:47,1,poiv3,SGD,0.25,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,6,0.8229825359693057,False,1,0.5,False,0.8166480867424605
2023-09-09 03:50,2,poiv3,SGD,0.25,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,7,0.8164457108198059,False,1,0.5,False,0.7954867736217383
2023-09-09 03:53,0,poiv3,SGD,0.25,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,8,0.7936938939720406,False,1,0.9,False,0.821841552844559
2023-09-09 03:55,1,poiv3,SGD,0.25,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,6,0.7772461320502846,False,1,0.9,False,0.8052367755019606
2023-09-09 03:58,2,poiv3,SGD,0.25,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,7,0.8052870466742593,False,1,0.9,False,0.8015087096225099
2023-09-09 04:00,0,poiv3,SGD,0.25,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,8,0.7970459943573314,False,2,0.1,False,0.8146617345757882
2023-09-09 04:04,1,poiv3,SGD,0.25,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,6,0.8099334797155608,False,2,0.1,False,0.8117426493902146
2023-09-09 04:08,2,poiv3,SGD,0.25,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,7,0.8062096514885427,False,2,0.1,False,0.798264551399516
2023-09-09 04:10,0,poiv3,SGD,0.25,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,9,0.7883146669189005,False,2,0.5,False,0.8119950679091215
2023-09-09 04:13,1,poiv3,SGD,0.25,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,6,0.8119238843880682,False,2,0.5,False,0.8068041151112547
2023-09-09 04:18,2,poiv3,SGD,0.25,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,7,0.8022466028710076,False,2,0.5,False,0.7886712010158844
2023-09-09 04:19,0,poiv3,SGD,0.25,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,6,0.7644923755044971,False,2,0.9,False,0.7909972630502435
2023-09-09 04:22,1,poiv3,SGD,0.25,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,5,0.7882972111561075,False,2,0.9,False,0.8009857971596146
2023-09-09 04:24,2,poiv3,SGD,0.25,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,6,0.7736482387086643,False,2,0.9,False,0.7955862336956228
2023-09-09 04:26,0,poiv3,SGD,0.25,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,8,0.7942633856616792,False,3,0.1,False,0.8104064154268519
2023-09-09 04:29,1,poiv3,SGD,0.25,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,6,0.8290282876032926,False,3,0.1,False,0.8070599243714749
2023-09-09 04:32,2,poiv3,SGD,0.25,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,7,0.8167844642073397,False,3,0.1,False,0.8015027329487691
2023-09-09 04:34,0,poiv3,SGD,0.25,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,6,0.7909453560107944,False,3,0.5,False,0.8055643642031074
2023-09-09 04:38,1,poiv3,SGD,0.25,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,6,0.7855941795888708,False,3,0.5,False,0.813073370394274
2023-09-09 04:41,2,poiv3,SGD,0.25,cora,louvain,10,4,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,6,0.805647209305379,False,3,0.5,False,0.7956288594415735
