exp_time,seed,method,batch_size,optimizer,lr,datasets,splitter,client_num,local_updates,test_acc,best_round,fml_alpha,fml_beta,fedmd_public_subset_size,fedmd_digest_epochs,fedhenn_eta,dropout,alpha,off_diag_weight,loss_dual_weight,public_dataset_name,local_eval_whole_test_dataset,individual_best_test_acc_avg
2023-08-13 12:59,0,fccl,256,Adam,0.001,CIFAR10@torchvision,lda,5,1,0.66906,43,0.5,0.5,5000,1,0.001,0.5,100,0.0051,10,cifar100,True,0.6784600000000001
2023-08-13 15:29,1,fccl,256,Adam,0.001,CIFAR10@torchvision,lda,5,1,0.66972,142,0.5,0.5,5000,1,0.001,0.5,100,0.0051,10,cifar100,True,0.67886
