exp_time,seed,method,optimizer,lr,datasets,splitter,client_num,local_updates,dropout,client_cfg_file,best_round,test_acc,whole_test_dataset,FML_alpha,FML_beta,FML_meme_model,local_eval_whole_test_dataset,individual_best_test_acc_avg
2023-09-03 22:02,0,fml,SGD,0.01,cora,louvain,5,1,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,92,0.4173100955485721,False,0.3,0.3,gcn,False,0.4389623517084666
2023-09-03 22:03,1,fml,SGD,0.01,cora,louvain,5,1,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,10,0.4227168391555803,False,0.3,0.3,gcn,False,0.40810311367633123
2023-09-03 22:05,2,fml,SGD,0.01,cora,louvain,5,1,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,68,0.4137678592599185,False,0.3,0.3,gcn,False,0.4237647679005683
2023-09-03 22:06,0,fml,SGD,0.01,cora,louvain,5,1,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,91,0.41578337799132015,False,0.3,0.5,gcn,False,0.4420157868229705
2023-09-03 22:08,1,fml,SGD,0.01,cora,louvain,5,1,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,10,0.4205891795811122,False,0.3,0.5,gcn,False,0.40810311367633123
2023-09-03 22:10,2,fml,SGD,0.01,cora,louvain,5,1,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,68,0.4087507322222768,False,0.3,0.5,gcn,False,0.44402712616040674
2023-09-03 22:11,0,fml,SGD,0.01,cora,louvain,5,1,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,89,0.41883681310582405,False,0.3,1.0,gcn,False,0.4420157868229705
2023-09-03 22:13,1,fml,SGD,0.01,cora,louvain,5,1,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,10,0.40255571542081475,False,0.3,1.0,gcn,False,0.41448609239973544
2023-09-03 22:15,2,fml,SGD,0.01,cora,louvain,5,1,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,67,0.41180416733678066,False,0.3,1.0,gcn,False,0.44148443657037506
2023-09-03 22:16,0,fml,SGD,0.01,cora,louvain,5,1,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,57,0.4173100955485721,False,0.5,0.3,gcn,False,0.43861210473945
2023-09-03 22:18,1,fml,SGD,0.01,cora,louvain,5,1,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,6,0.42660033430121136,False,0.5,0.3,gcn,False,0.4229967306976078
2023-09-03 22:20,2,fml,SGD,0.01,cora,louvain,5,1,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,40,0.4173100955485721,False,0.5,0.3,gcn,False,0.4533733435055708
2023-09-03 22:21,0,fml,SGD,0.01,cora,louvain,5,1,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,57,0.4173100955485721,False,0.5,0.5,gcn,False,0.43861210473945
2023-09-03 22:22,1,fml,SGD,0.01,cora,louvain,5,1,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,6,0.42447267472674327,False,0.5,0.5,gcn,False,0.4208690711231397
2023-09-03 22:24,2,fml,SGD,0.01,cora,louvain,5,1,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,40,0.4173100955485721,False,0.5,0.5,gcn,False,0.4533733435055708
2023-09-03 22:26,0,fml,SGD,0.01,cora,louvain,5,1,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,57,0.4173100955485721,False,0.5,1.0,gcn,False,0.43861210473945
2023-09-03 22:27,1,fml,SGD,0.01,cora,louvain,5,1,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,6,0.42447267472674327,False,0.5,1.0,gcn,False,0.4208690711231397
2023-09-03 22:29,2,fml,SGD,0.01,cora,louvain,5,1,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,39,0.4173100955485721,False,0.5,1.0,gcn,False,0.4533733435055708
2023-09-03 22:30,0,fml,SGD,0.01,cora,louvain,5,1,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,29,0.4173100955485721,False,1.0,0.3,gcn,False,0.44048906926571857
2023-09-03 22:32,1,fml,SGD,0.01,cora,louvain,5,1,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,3,0.42189024822032783,False,1.0,0.3,gcn,False,0.4459462190848093
2023-09-03 22:34,2,fml,SGD,0.01,cora,louvain,5,1,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,19,0.4173100955485721,False,1.0,0.3,gcn,False,0.4553150910783863
2023-09-03 22:35,0,fml,SGD,0.01,cora,louvain,5,1,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,29,0.4173100955485721,False,1.0,0.5,gcn,False,0.44048906926571857
2023-09-03 22:36,1,fml,SGD,0.01,cora,louvain,5,1,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,3,0.42189024822032783,False,1.0,0.5,gcn,False,0.4459462190848093
2023-09-03 22:38,2,fml,SGD,0.01,cora,louvain,5,1,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,19,0.4173100955485721,False,1.0,0.5,gcn,False,0.4553150910783863
