exp_time,seed,method,optimizer,lr,datasets,splitter,client_num,local_updates,dropout,client_cfg_file,best_round,test_acc,whole_test_dataset,FML_alpha,FML_beta,FML_meme_model,local_eval_whole_test_dataset,individual_best_test_acc_avg
2023-09-06 22:26,0,fml,SGD,0.01,pubmed,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,156,0.4245987127960866,False,0.3,0.3,gcn,False,0.6139318857059018
2023-09-06 22:27,1,fml,SGD,0.01,pubmed,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,172,0.5875281177820333,False,0.3,0.3,gcn,False,0.5872991800530957
2023-09-06 22:28,2,fml,SGD,0.01,pubmed,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,63,0.4573150840161074,False,0.3,0.3,gcn,False,0.5963167804880932
2023-09-06 22:29,0,fml,SGD,0.01,pubmed,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,168,0.42849065418802795,False,0.3,0.5,gcn,False,0.6155344498084658
2023-09-06 22:30,1,fml,SGD,0.01,pubmed,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,169,0.5877467015433306,False,0.3,0.5,gcn,False,0.5870598883565176
2023-09-06 22:31,2,fml,SGD,0.01,pubmed,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,63,0.4417038704121931,False,0.3,0.5,gcn,False,0.5957837065061141
2023-09-06 22:32,0,fml,SGD,0.01,pubmed,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,186,0.43604559924297304,False,0.3,1.0,gcn,False,0.623089394863411
2023-09-06 22:32,1,fml,SGD,0.01,pubmed,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,0,0.489237902971718,False,0.3,1.0,gcn,False,0.489237902971718
2023-09-06 22:33,2,fml,SGD,0.01,pubmed,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,63,0.4083357786499407,False,0.3,1.0,gcn,False,0.599652219212154
2023-09-06 22:34,0,fml,SGD,0.01,pubmed,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,105,0.4330694087667825,False,0.5,0.3,gcn,False,0.6201132043872204
2023-09-06 22:35,1,fml,SGD,0.01,pubmed,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,113,0.5884749306007054,False,0.5,0.3,gcn,False,0.58801705514283
2023-09-06 22:36,2,fml,SGD,0.01,pubmed,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,38,0.46450406292041474,False,0.5,0.3,gcn,False,0.6005232121007165
2023-09-06 22:37,0,fml,SGD,0.01,pubmed,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,107,0.4330694087667825,False,0.5,0.5,gcn,False,0.6201132043872204
2023-09-06 22:38,1,fml,SGD,0.01,pubmed,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,112,0.5892031596580803,False,0.5,0.5,gcn,False,0.5889742219291425
2023-09-06 22:39,2,fml,SGD,0.01,pubmed,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,38,0.4580887932752182,False,0.5,0.5,gcn,False,0.6005025041654356
2023-09-06 22:40,0,fml,SGD,0.01,pubmed,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,113,0.4362745369719107,False,0.5,1.0,gcn,False,0.6233183325923486
2023-09-06 22:41,1,fml,SGD,0.01,pubmed,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,110,0.5879963472075492,False,0.5,1.0,gcn,False,0.5877674094786115
2023-09-06 22:41,2,fml,SGD,0.01,pubmed,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,38,0.4442355540570155,False,0.5,1.0,gcn,False,0.6012955777792737
2023-09-06 22:42,0,fml,SGD,0.01,pubmed,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,60,0.4399375406349144,False,1.0,0.3,gcn,False,0.6269813362553524
2023-09-06 22:43,1,fml,SGD,0.01,pubmed,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,61,0.5860820136349242,False,1.0,0.3,gcn,False,0.5860820136349242
2023-09-06 22:44,2,fml,SGD,0.01,pubmed,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,19,0.48461214826572635,False,1.0,0.3,gcn,False,0.6060207658436026
2023-09-06 22:44,0,fml,SGD,0.01,pubmed,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,60,0.4399375406349144,False,1.0,0.5,gcn,False,0.6269813362553524
2023-09-06 22:45,1,fml,SGD,0.01,pubmed,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,61,0.5860820136349242,False,1.0,0.5,gcn,False,0.5860820136349242
2023-09-06 22:46,2,fml,SGD,0.01,pubmed,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,19,0.48461214826572635,False,1.0,0.5,gcn,False,0.6060207658436026
2023-09-06 22:47,0,fml,SGD,0.01,pubmed,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,60,0.4399375406349144,False,1.0,1.0,gcn,False,0.6269813362553524
2023-09-06 22:47,1,fml,SGD,0.01,pubmed,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,61,0.5860820136349242,False,1.0,1.0,gcn,False,0.5860820136349242
2023-09-06 22:48,2,fml,SGD,0.01,pubmed,louvain,3,1,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,19,0.48461214826572635,False,1.0,1.0,gcn,False,0.6060207658436026
2023-09-06 22:49,0,fml,SGD,0.01,pubmed,louvain,3,4,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,16,0.4255041097441971,False,0.3,0.3,gcn,False,0.6127871970612131
2023-09-06 22:50,1,fml,SGD,0.01,pubmed,louvain,3,4,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,18,0.5887245762649239,False,0.3,0.3,gcn,False,0.5884956385359863
2023-09-06 22:50,2,fml,SGD,0.01,pubmed,louvain,3,4,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,6,0.45722985902212326,False,0.3,0.3,gcn,False,0.5970754500423833
2023-09-06 22:51,0,fml,SGD,0.01,pubmed,louvain,3,4,0.5,model_heterogeneity/model_settings/3_Heterogeneous_GNNs.yaml,17,0.4291774673748412,False,0.3,0.5,gcn,False,0.6162212629952791
