exp_time,seed,method,optimizer,lr,datasets,splitter,client_num,local_updates,dropout,client_cfg_file,best_round,test_acc,whole_test_dataset,FML_alpha,FML_beta,FML_meme_model,local_eval_whole_test_dataset,individual_best_test_acc_avg
2023-09-07 16:02,0,fml,SGD,0.01,pubmed,louvain,10,1,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,62,0.6017302394495576,False,0.3,0.3,gcn,False,0.674382317016709
2023-09-07 16:04,1,fml,SGD,0.01,pubmed,louvain,10,1,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,0,0.47636105743892754,False,0.3,0.3,gcn,False,0.556183808672389
2023-09-07 16:06,2,fml,SGD,0.01,pubmed,louvain,10,1,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,20,0.5952202249032893,False,0.3,0.3,gcn,False,0.5984525180439758
2023-09-07 16:08,0,fml,SGD,0.01,pubmed,louvain,10,1,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,62,0.6014833258693106,False,0.3,0.5,gcn,False,0.674135403436462
2023-09-07 16:09,1,fml,SGD,0.01,pubmed,louvain,10,1,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,0,0.47692797864424774,False,0.3,0.5,gcn,False,0.556183808672389
2023-09-07 16:12,2,fml,SGD,0.01,pubmed,louvain,10,1,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,20,0.5931054212779115,False,0.3,0.5,gcn,False,0.5963377144185981
2023-09-07 16:14,0,fml,SGD,0.01,pubmed,louvain,10,1,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,62,0.6014833258693106,False,0.3,1.0,gcn,False,0.6739012113989913
2023-09-07 16:15,1,fml,SGD,0.01,pubmed,louvain,10,1,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,0,0.4766291507232743,False,0.3,1.0,gcn,False,0.5563965746298358
2023-09-07 16:18,2,fml,SGD,0.01,pubmed,louvain,10,1,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,20,0.5952202249032893,False,0.3,1.0,gcn,False,0.5984525180439758
2023-09-07 16:20,0,fml,SGD,0.01,pubmed,louvain,10,1,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,39,0.6007425851285698,False,0.5,0.3,gcn,False,0.674202757468978
