exp_time,seed,method,batch_size,optimizer,lr,datasets,splitter,client_num,local_updates,test_acc,best_round,fml_alpha,fml_beta,fedmd_public_subset_size,fedmd_digest_epochs,fedhenn_eta,alpha,local_eval_whole_test_dataset,individual_best_test_acc_avg
2023-07-29 19:51,0,Local,32,Adam,0.001,office_caltech,,5,1,0.41600000000000004,47,0.5,0.5,5000,1,0.001,100.0,True,0.4542222222222222
2023-07-29 22:18,0,local,32,Adam,0.001,office_caltech,,5,1,0.35466666666666663,42,0.5,0.5,5000,1,0.001,0.5,100.0,True,0.37422222222222223
