exp_time,seed,method,batch_size,optimizer,lr,datasets,splitter,client_num,local_updates,test_acc,alpha,local_eval_whole_test_dataset
2023-07-11 21:49,0,FedAvg,256,Adam,0.001,CIFAR10@torchvision,lda,5,1,0.7372200000000001,100.0,True
