exp_time,seed,method,batch_size,datasets,splitter,client_num,local_updates,test_acc,local_eval_whole_test_dataset
2023-07-05 20:34,0,local,256,femnist,,5,1,0.5164242814242814,True
2023-07-05 20:35,1,local,256,femnist,,5,1,0.49947125697125705,True
2023-07-05 20:37,2,local,256,femnist,,5,1,0.5409877734877735,True
2023-07-05 20:38,3,local,256,femnist,,5,1,0.5002080652080652,True
2023-07-05 20:42,0,local,256,femnist,,5,1,0.5798852423852423,True
2023-07-05 20:43,1,local,256,femnist,,5,1,0.5272661947661947,True
2023-07-05 20:44,2,local,256,femnist,,5,1,0.5077734877734879,True
2023-07-05 20:46,3,local,256,femnist,,5,1,0.5539242814242815,True
