exp_time,seed,method,batch_size,optimizer,lr,datasets,splitter,client_num,local_updates,test_acc,best_round,fml_alpha,fml_beta,fedmd_public_subset_size,fedmd_digest_epochs,fedhenn_eta,dropout,alpha,proto_weight,test_acc_based_on_global_proto,local_eval_whole_test_dataset,individual_best_test_acc_avg,individual_avg_test_acc_with_global_prototype,individual_avg_test_acc_with_local_prototype
2023-08-06 20:35,0,fedproto,32,Adam,0.001,office_caltech,,5,1,0.36250000000000004,72,0.5,0.5,5000,1,0.001,0.5,100,1.0,0.3714285714285714,True,0.38928571428571435,0.41785714285714287,0.0
2023-08-06 20:50,1,fedproto,32,Adam,0.001,office_caltech,,5,1,0.37857142857142856,75,0.5,0.5,5000,1,0.001,0.5,100,1.0,0.36071428571428565,True,0.40535714285714286,0.40625,0.0
2023-08-06 21:02,2,fedproto,32,Adam,0.001,office_caltech,,5,1,0.3571428571428571,113,0.5,0.5,5000,1,0.001,0.5,100,1.0,0.35357142857142854,True,0.39375,0.3973214285714286,0.0
