exp_time,seed,method,batch_size,optimizer,lr,datasets,splitter,client_num,local_updates,test_acc,best_round,fml_alpha,fml_beta,fedmd_public_subset_size,fedmd_digest_epochs,fedhenn_eta,dropout,proto_weight,test_acc_based_on_global_proto,local_eval_whole_test_dataset,individual_best_test_acc_avg,individual_avg_test_acc_with_global_prototype,individual_avg_test_acc_with_local_prototype
2023-08-21 11:22,0,fedproto,1,Adam,0.01,cora,louvain,3,1,0.7984745834027916,15,0.5,0.5,5000,1,0.001,0.5,0.1,0.6452837094359537,False,0.8307267602177569,0.7688733045350405,0.0
