exp_time,seed,method,optimizer,lr,datasets,splitter,client_num,local_updates,dropout,client_cfg_file,best_round,test_acc,whole_test_dataset,local_eval_whole_test_dataset,individual_best_precision_avg,individual_best_f1score_avg,individual_best_test_acc_avg
2024-04-12 15:35,0,global,SGD,0.1,citeseer,louvain,1,4,0.5,,68,0.7655826558265583,True,True,0.6747168778821656,0.7889083808504542,0.7655826558265583
