exp_time,seed,method,optimizer,lr,datasets,splitter,client_num,local_updates,dropout,client_cfg_file,best_round,test_acc,whole_test_dataset,delta,mu,lamda,imb_ratio,beta,local_eval_whole_test_dataset,individual_best_bac_avg,individual_best_f1score_avg,individual_best_test_acc_avg
2024-04-15 22:45,0,fgpl_worker,SGD,0.05,cora,louvain,5,5,0.5,model_heterogeneity/model_settings/5_GCNs.yaml,34,0.7773691260663684,True,0.1,0.5,0.5,80,100,True,0.608139551510579,0.7817173859839599,0.7806244244720932
