exp_time,seed,method,optimizer,lr,datasets,splitter,client_num,local_updates,dropout,client_cfg_file,best_round,test_acc,whole_test_dataset,delta,mu,lamda,imb_ratio,beta,local_eval_whole_test_dataset,individual_best_bac_avg,individual_best_f1score_avg,individual_best_test_acc_avg
2024-04-16 19:02,0,fgpl_worker,SGD,0.05,cora,louvain,10,5,0.5,model_heterogeneity/model_settings/10_GCNs.yaml,15,0.7982616273220083,True,0.1,0.5,0.5,80,100,True,0.6321094990134123,0.791364276768544,0.8069050840445113
