exp_time,seed,method,optimizer,lr,datasets,splitter,client_num,local_updates,dropout,client_cfg_file,best_round,test_acc,whole_test_dataset,local_eval_whole_test_dataset,individual_best_precision_avg,individual_best_f1_avg,individual_best_test_acc_avg
2024-03-21 14:44,0,global,SGD,0.25,computers,louvain,1,4,0.5,,290,0.43927272727272726,True,True,0.0,0.0,0.43927272727272726
