exp_time,seed,method,batch_size,optimizer,lr,datasets,splitter,client_num,local_updates,test_acc,best_round,fml_alpha,fml_beta,fedmd_public_subset_size,fedmd_digest_epochs,fedhenn_eta,dropout,local_eval_whole_test_dataset,individual_best_test_acc_avg
2023-08-21 11:59,0,FedAvg,1,Adam,0.01,cora,random,3,1,0.728494582232187,13,0.5,0.5,5000,1,0.001,0.5,False,0.7722775042569093
