exp_time,seed,method,optimizer,lr,datasets,splitter,client_num,local_updates,dropout,client_cfg_file,best_round,test_acc,whole_test_dataset,delta,mu,lamda,imb_ratio,beta,local_eval_whole_test_dataset,individual_best_precision_avg,individual_best_f1score_avg,individual_best_test_acc_avg
2024-04-03 19:47,0,fgpl_worker,SGD,0.05,citeseer,louvain,5,5,0.5,model_heterogeneity/model_settings/5_Heterogeneous_GNNs.yaml,12,0.752837645296155,True,0.1,0.5,0.5,1,100,True,0.7503225061301828,0.7566707938849768,0.7503225061301828
