exp_time,seed,method,batch_size,optimizer,lr,datasets,splitter,client_num,local_updates,test_acc,best_round,fml_alpha,fml_beta,fedmd_public_subset_size,fedmd_digest_epochs,fedhenn_eta,dropout,client_cfg_file,whole_test_dataset,local_eval_whole_test_dataset,individual_best_test_acc_avg
2023-09-01 10:39,0,local,1,SGD,0.01,cora,louvain,3,1,0.4467493356896157,0,0.5,0.5,5000,1,0.001,0.5,model_heterogeneity/model_settings/model_setting_GNNs_3_clients_without_additional_fc.yaml,False,False,0.437330068070736
