exp_time,seed,method,optimizer,lr,datasets,splitter,client_num,local_updates,dropout,client_cfg_file,best_round,test_acc,whole_test_dataset,local_eval_whole_test_dataset,individual_best_precision_avg,individual_best_f1score_avg,individual_best_test_acc_avg
2024-04-12 18:00,0,local,Adam,0.01,computers,louvain,7,4,0.5,model_heterogeneity/model_settings/7_Heterogeneous_GNNs.yaml,44,0.3853506493506494,True,True,0.6387838482235383,0.34974264644716824,0.41257142857142853
