exp_time,seed,method,batch_size,optimizer,lr,datasets,splitter,client_num,local_updates,test_acc,best_round,fml_alpha,fml_beta,fedmd_public_subset_size,fedmd_digest_epochs,fedhenn_eta,dropout,client_cfg_file,whole_test_dataset,local_eval_whole_test_dataset,individual_best_test_acc_avg
2023-08-31 16:23,0,poiv3,1,Adam,0.01,cora,random,3,1,0.756751984631466,46,0.5,0.5,5000,1,0.001,0.5,model_heterogeneity/model_settings/model_setting_GNNs_3_clients_without_additional_fc.yaml,False,False,0.7519672956362506
