exp_time,seed,method,optimizer,lr,datasets,splitter,client_num,local_updates,dropout,client_cfg_file,best_round,test_acc,whole_test_dataset,delta,mu,lamda,imb_ratio,beta,local_eval_whole_test_dataset,individual_best_precision_avg,individual_best_f1_avg,individual_best_test_acc_avg
2024-03-25 17:38,0,fgpl_worker,SGD,0.05,cora,louvain,10,5,0.5,model_heterogeneity/model_settings/10_Heterogeneous_GNNs.yaml,11,0.7877894436259101,True,0.5,0.5,0.5,80,100,True,0.7830016635001413,0.0,0.8054736952836359
