exp_time,seed,method,optimizer,lr,datasets,splitter,client_num,local_updates,dropout,client_cfg_file,best_round,test_acc,whole_test_dataset,delta,mu,lamda,imb_ratio,beta,local_eval_whole_test_dataset,individual_best_precision_avg,individual_best_f1score_avg,individual_best_test_acc_avg
2024-04-06 22:41,1,fgpl_worker,SGD,0.05,computers,louvain,7,5,0.5,model_heterogeneity/model_settings/7_Heterogeneous_GNNs.yaml,1,0.508666993805273,True,0.1,0.5,0.5,100,100,True,0.5432051664794835,0.4543898147713012,0.5432051664794835
