exp_time,seed,method,batch_size,optimizer,lr,datasets,splitter,client_num,local_updates,test_acc,best_round,fml_alpha,fml_beta,fedmd_public_subset_size,fedmd_digest_epochs,fedhenn_eta,dropout,client_cfg_file,whole_test_dataset,proto_weight,test_acc_based_on_global_proto,local_eval_whole_test_dataset,individual_best_test_acc_avg,individual_avg_test_acc_with_global_prototype,individual_avg_test_acc_with_local_prototype
2023-08-23 15:58,0,fedproto,1,Adam,0.01,cora,louvain,3,1,0.8493416638321257,24,0.5,0.5,5000,1,0.001,0.5,model_heterogeneity/model_settings/model_setting_GNNs_3_clients_without_additional_fc.yaml,False,0.1,0.846167620453533,False,0.8571592151164378,0.8571592151164378,0.0
