exp_time,seed,method,batch_size,optimizer,lr,datasets,splitter,client_num,local_updates,test_acc,best_round,fml_alpha,fml_beta,fedmd_public_subset_size,fedmd_digest_epochs,fedhenn_eta,dropout,alpha,off_diag_weight,loss_dual_weight,public_dataset_name,local_eval_whole_test_dataset,individual_best_test_acc_avg
2023-08-03 02:57,0,fccl,256,Adam,0.01,CIFAR10@torchvision,lda,5,1,0.437,61,0.5,0.5,5000,1,0.001,0.5,1.0,0.0051,0,fashion_minist,True,0.46525999999999995
2023-08-03 04:36,0,fccl,256,Adam,0.01,CIFAR10@torchvision,lda,5,1,0.6006600000000001,74,0.5,0.5,5000,1,0.001,0.5,1.0,0.0051,1,cifar100,True,0.62404
2023-08-03 05:36,0,fccl,256,Adam,0.01,CIFAR10@torchvision,lda,5,1,0.45640000000000003,74,0.5,0.5,5000,1,0.001,0.5,1.0,0.0051,1,fashion_minist,True,0.49126000000000003
2023-08-03 07:01,0,fccl,256,Adam,0.01,CIFAR10@torchvision,lda,5,1,0.6192,140,0.5,0.5,5000,1,0.001,0.5,1.0,0.0051,10,cifar100,True,0.6325999999999999
2023-08-03 07:51,0,fccl,256,Adam,0.01,CIFAR10@torchvision,lda,5,1,0.46959999999999996,38,0.5,0.5,5000,1,0.001,0.5,1.0,0.0051,10,fashion_minist,True,0.50526
2023-08-03 09:00,0,fccl,256,Adam,0.01,CIFAR10@torchvision,lda,5,1,0.59588,113,0.5,0.5,5000,1,0.001,0.5,1.0,0.00032,0,cifar100,True,0.61532
2023-08-03 09:48,0,fccl,256,Adam,0.01,CIFAR10@torchvision,lda,5,1,0.42816,56,0.5,0.5,5000,1,0.001,0.5,1.0,0.00032,0,fashion_minist,True,0.46378
2023-08-03 10:56,0,fccl,256,Adam,0.01,CIFAR10@torchvision,lda,5,1,0.60714,88,0.5,0.5,5000,1,0.001,0.5,1.0,0.00032,1,cifar100,True,0.6273
2023-08-03 12:10,0,fccl,256,Adam,0.01,CIFAR10@torchvision,lda,5,1,0.45938,30,0.5,0.5,5000,1,0.001,0.5,1.0,0.00032,1,fashion_minist,True,0.48914
2023-08-03 13:37,0,fccl,256,Adam,0.01,CIFAR10@torchvision,lda,5,1,0.62164,107,0.5,0.5,5000,1,0.001,0.5,1.0,0.00032,10,cifar100,True,0.633
2023-08-03 15:00,0,fccl,256,Adam,0.01,CIFAR10@torchvision,lda,5,1,0.46997999999999995,138,0.5,0.5,5000,1,0.001,0.5,1.0,0.00032,10,fashion_minist,True,0.49978
2023-08-03 15:32,0,fccl,256,Adam,0.001,CIFAR10@torchvision,lda,5,1,0.66828,3,0.5,0.5,5000,1,0.001,0.5,1.0,0.0051,0,cifar100,True,0.68206
2023-08-03 16:03,0,fccl,256,Adam,0.001,CIFAR10@torchvision,lda,5,1,0.48534000000000005,48,0.5,0.5,5000,1,0.001,0.5,1.0,0.0051,0,fashion_minist,True,0.52168
2023-08-03 16:33,0,fccl,256,Adam,0.001,CIFAR10@torchvision,lda,5,1,0.6898599999999999,15,0.5,0.5,5000,1,0.001,0.5,1.0,0.0051,1,cifar100,True,0.69804
